id,scenario_id,regulation,function,category,subcategory,difficulty,financial_domain,risk_level,source_section,question,ground_truth,legal_basis,governance_axis,notes
Q238,S030,EU_AI_ACT,Risk_Management,Risk Treatment,Article 9(5) Residual Risk Acceptability,advanced,insurance,high,Article 9(5),"After implementing all feasible risk mitigations for the life insurance pricing AI, some residual risk of inaccurate pricing remains for rare medical conditions. Article 9(5) requires residual risk to be acceptable. How should the AI Review Committee determine acceptability?","Article 9(5) requires that risk management measures ensure: (a) the relevant residual risk associated with each hazard is judged to be acceptable; and (b) the overall residual risk of the High-Risk AI system is judged to be acceptable. The three-step hierarchy for residual risk acceptability: (1) Step 1 — Elimination or reduction of risks as far as technically feasible through design (Art.9(5)(a)) — for insurance pricing inaccuracy for rare conditions: attempt to expand training data for rare conditions; use transfer learning from related conditions; implement conservative pricing bounds for low-confidence predictions; document why further reduction is not technically feasible; (2) Step 2 — Implementation of adequate mitigation and control measures (Art.9(5)(b)) — for residual inaccuracy: mandatory human underwriter review for all applications involving rare medical conditions; human override authority for pricing decisions above certain thresholds; enhanced monitoring of claims outcomes for rare condition policyholders; (3) Step 3 — Provision of information and training to deployers (Art.9(5)(c)) — inform the insurance underwriting team of: the AI system's known limitations for rare conditions; the specific conditions and scenarios where accuracy is lower; the mandatory human review process; (4) Acceptability determination — 'acceptable' residual risk is not defined in the Act; the provider must make a documented judgment considering: magnitude of potential harm (inaccurate pricing causing inability to access insurance); likelihood of occurrence; availability of alternatives (human-only underwriting for rare conditions); whether affected persons have meaningful recourse (human review, appeal); (5) Documentation — the residual risk acceptability judgment must be documented in the Art.9 risk management system and referenced in the technical documentation; (6) The AI Review Committee must formally approve the residual risk acceptability determination as part of deployment approval.",EU AI Act Article 9(5),G4,Art.9(5) 잔여 리스크 수용 가능성; 단계적 위험 완화
Q239,S031,EU_AI_ACT,Deployer_Obligations,Board Risk Reporting,Article 26 and Board Accountability,intermediate,common,medium,Article 26; Article 17(1)(j),How does the EU AI Act's requirement for management accountability (Article 17(1)(j)) translate into board-level reporting requirements for financial institutions?,"Article 17(1)(j) requires the Quality Management System to cover the 'responsibilities of management' within the organization. While the EU AI Act does not explicitly mandate board-level AI governance reporting for private financial institutions (unlike financial regulations), the management accountability requirement creates implicit governance obligations: (1) Management responsibility documentation — the QMS must document who in management is responsible for EU AI Act compliance; for a bank, this should identify: the C-suite executive (CRO or CTO) with overall accountability; the AI Review Committee chair with day-to-day governance accountability; business line owners with responsibility for AI systems in their domain; (2) Board reporting obligation inference — effective management accountability requires that boards receive adequate information to exercise oversight; boards that are uninformed about EU AI Act compliance risks cannot exercise meaningful oversight and are not meeting their fiduciary duties under company law; (3) Financial regulatory alignment — banks in the EU are subject to CRD/CRR governance requirements mandating board oversight of material operational risks; EU AI Act compliance failures constitute material operational risks; the board's risk oversight function must encompass AI regulatory compliance; (4) Practical board reporting content: EU AI Act compliance status for all deployed High-Risk AI systems; material AI incidents and serious incident reports; upcoming EU AI Act obligations and implementation progress; regulatory examination findings and remediation; resource adequacy for AI governance; (5) Documentation — board meeting minutes referencing EU AI Act governance discussions provide evidence of management accountability for regulatory purposes; (6) Director liability — in EU jurisdictions, directors who fail to exercise oversight of material regulatory compliance risks may face personal liability under company law.",EU AI Act Article 17(1)(j); Article 26,G4,경영진 책임; 이사회 보고 체계
Q240,S032,EU_AI_ACT,High-Risk_Classification,Integrated ERM,Article 6 Classification — HR AI,intermediate,common,high,Annex III §4; Article 6,The bank uses AI to screen job applications and rank candidates for branch manager positions. Annex III §4 covers employment AI. How does the AI Review Committee classify this and what obligations apply?,"Annex III §4 explicitly classifies employment and worker management AI as High-Risk. The relevant categories for the bank's recruitment AI: (1) Annex III §4(a) — High-Risk: 'AI systems intended to be used for the recruitment or selection of natural persons, in particular to place targeted job advertisements, to analyse and filter job applications, and to evaluate candidates'; the bank's job application screening and candidate ranking AI directly falls within this definition; (2) Annex III §4(b) — also High-Risk: 'AI systems intended to be used to make decisions affecting terms of work-related relationships, the promotion or termination of work-related contractual relationships, to allocate tasks based on individual behaviour or personal traits, or to monitor and evaluate the performance and behaviour of persons in such relationships'; performance evaluation AI and workforce allocation AI are covered; (3) Full High-Risk obligations apply to recruitment AI: Art.9 risk management system; Art.10 data governance (ensure training data represents diverse candidate pools); Art.11 technical documentation; Art.12 logging of AI decisions and inputs; Art.13 transparency to deployers (HR department); Art.14 human oversight (HR managers must review AI ranking before hiring decisions); Art.15 accuracy and robustness; (4) Specific deployment concern — recruitment AI for branch manager positions involves significant authority over career outcomes; human oversight per Art.14 must be genuine, not perfunctory; (5) FRIA consideration — if the bank is a public entity or provides public services, Art.27 FRIA applies; (6) Worker information (Art.26(7)) — candidates must be informed that AI is used in screening (Art.50(1)) and the HR team using the AI must be informed (Art.26(7)).",EU AI Act Annex III §4(a); Article 6(2),G4,Annex III §4 채용 AI High-Risk; 명시적 분류
Q241,S033,EU_AI_ACT,Transparency,AI Policy Documentation,Article 47 EU Declaration of Conformity,intermediate,common,medium,Article 47; Annex V,"After completing conformity assessment for the credit scoring AI, the bank (as provider) must draw up an EU Declaration of Conformity under Article 47. What must this declaration contain?","Article 47 requires providers of High-Risk AI systems to draw up a written EU Declaration of Conformity confirming that the High-Risk AI complies with all applicable requirements. Annex V specifies the content: (1) Provider name and address (Annex V §1); (2) AI system name, description, version, and intended purpose (Annex V §2); (3) Statement that the AI system conforms to all applicable requirements of the EU AI Act and any other Union legislation (Annex V §3); (4) Identification of persons responsible for conformity: where applicable, the name and address of the authorised representative in the EU (if the provider is established outside the EU) (Annex V §4); (5) Information on the conformity assessment procedure followed — whether Annex VI (internal control) or Annex VII (third-party QMS assessment) was used (Annex V §5); (6) If applicable, details of notified body involvement; (7) Reference to harmonized standards or common specifications applied (Annex V §6); (8) Place and date of issue; name, function, and signature of the authorized signatory (Annex V §7); (9) Duration — the declaration must remain valid for the operational lifetime of the AI system or until requirements change; (10) Responsibility — only the provider (not deployers) draws up the EU Declaration of Conformity; the bank as internal developer must sign; if using a vendor's AI, the vendor provides the declaration; (11) Availability — the declaration must be available to competent authorities on request; it is referenced in the EU database registration; (12) The AI Review Committee must verify the Declaration of Conformity is complete and signed by appropriate management authority before EU deployment.",EU AI Act Article 47; Annex V,G3,Art.47 EU 적합성 선언; Annex V 내용
Q242,S034,EU_AI_ACT,Risk_Management,AI System Updates,Article 9 Lifecycle Risk Management,advanced,lending,high,Article 9(1)-(2),"The credit scoring AI undergoes a significant model update with new features. Does this trigger a new conformity assessment under the EU AI Act, and how does Article 9 address lifecycle changes?","Significant AI system changes raise compliance implications under the EU AI Act: (1) Article 9(1)-(2) — the risk management system is designed as a continuous iterative process that must be regularly reviewed and updated throughout the AI system's entire lifecycle; model updates must be integrated into the risk management system review cycle; (2) Substantial modification trigger (Art.3(23) definition) — a 'substantial modification' means a change to the High-Risk AI system after its placing on the market or putting into service that affects the AI system's compliance with requirements in Chapter III Section 2, or results in modification of the intended purpose; (3) Consequences of substantial modification — if a model update constitutes a substantial modification: the provider must treat the modified system as a new High-Risk AI system; a new conformity assessment must be completed; a new EU Declaration of Conformity must be drawn up; the EU database registration must be updated; (4) Assessing whether a model update is substantial: adding new features that affect credit decisions — likely substantial; changing the weighting of existing features — likely substantial if it affects accuracy, fairness, or intended purpose; routine recalibration maintaining the same model architecture and performance characteristics — likely not substantial; (5) Documentation requirement (Art.18) — all changes to the High-Risk AI must be documented throughout the system's lifecycle; the technical documentation must be kept up to date; (6) Practical AI Review Committee process — establish a change classification procedure: minor changes — documented in change log, no new conformity assessment; significant changes — full committee review, updated risk management assessment, new conformity assessment if substantial modification threshold met.",EU AI Act Article 9(1)-(2); Article 3(23),G4,중대한 변경과 신규 적합성 평가; 모델 업데이트 거버넌스
Q243,S035,EU_AI_ACT,High-Risk_Classification,Trustworthiness Evaluation,Article 2 Scope and Exclusions,intermediate,common,medium,Article 2,Does the EU AI Act apply to the bank's AI systems used solely for internal research and development purposes? What does Article 2 say about the scope of the regulation?,"Article 2 establishes the scope of the EU AI Act and includes important exclusions: (1) General scope (Art.2(1)) — the Regulation applies to: providers placing AI systems on the EU market or putting them into service in the EU; operators (deployers) of AI systems located in the EU; providers and deployers of AI systems where the output is used in the EU (regardless of provider's location); (2) Research and development exclusion (Art.2(8)) — AI systems specifically developed and put into service for the sole purpose of scientific research and development are excluded from the Regulation; this provides a genuine safe harbor for pure R&D AI; (3) Limits of the R&D exclusion — 'sole purpose' is strictly interpreted: if the bank's R&D AI is a prototype intended for eventual commercialization, the exclusion may not apply; if the R&D AI is being tested in ways that affect real customers (even in a limited pilot), the exclusion does not apply; pre-commercial pilots and proof-of-concepts testing on actual customer data or actual credit decisions likely fall outside the R&D exclusion; (4) Testing in real conditions — Article 60 provides a specific regime for testing High-Risk AI in real-world conditions ('real world testing') outside AI regulatory sandboxes; this requires specific safeguards rather than simple R&D exclusion; (5) Prototype governance — the AI Review Committee should establish a clear classification for R&D vs. production AI systems; document the intended purpose of all AI development projects; apply EU AI Act governance from the point where an AI system is intended for operational use; (6) National security exclusion (Art.2(3)) — AI for exclusive national security purposes is excluded; not applicable to commercial banking AI.",EU AI Act Article 2,G4,Art.2 적용 범위; R&D 제외 한계
Q244,S036,EU_AI_ACT,Transparency,Information Sharing,Article 78 Confidentiality,intermediate,common,low,Article 78,The bank is concerned that complying with EU AI Act transparency requirements might require disclosing proprietary AI model information to competitors or the public. How does Article 78 protect confidential business information?,"Article 78 of the EU AI Act establishes confidentiality protections for information disclosed during AI Act compliance and enforcement: (1) Confidentiality obligation — national competent authorities, notified bodies, and other parties involved in AI Act implementation must not disclose information obtained during compliance assessment that constitutes confidential business information, trade secrets, or similar commercially sensitive information; (2) Scope of protection — protected information includes: AI system architecture details; training methodologies; algorithmic parameters; business-sensitive performance data; customer data used in AI systems; (3) Balance with transparency objectives — Article 78 must be interpreted alongside the AI Act's transparency objectives; confidentiality protects against competitor disclosure but does not shield AI systems from regulatory oversight; competent authorities retain access to all information necessary for enforcement; (4) Technical documentation confidentiality — while providers must prepare technical documentation per Art.11, this documentation is not required to be publicly disclosed; it must be available to competent authorities but can be marked as confidential; (5) Public transparency vs. confidentiality — the AI Review Committee can design a two-tier transparency approach: public-facing transparency (Art.13 instructions for use; Art.50 AI disclosures to users; EU database registration information) that does not require disclosure of proprietary model details; regulatory transparency (technical documentation; Art.9 risk management system) available to competent authorities under confidentiality protection; (6) Customer explanation vs. proprietary disclosure — the obligation to explain individual credit decisions to affected persons does not require disclosing the model's full architecture or weights; explanations can describe the major contributing factors without revealing proprietary methods.",EU AI Act Article 78,G3,Art.78 기밀 보호; 투명성-상업적 비밀 균형
Q245,S037,EU_AI_ACT,Risk_Management,HR AI,Article 14 Oversight Design for HR AI,advanced,common,high,Article 14(4),The bank's HR AI for recruitment ranking is a High-Risk system. Article 14(4) specifies oversight capabilities the system must enable. How should the AI Review Committee design human oversight for the HR AI?,"Article 14(4) specifies that designated human oversight persons must be able to: (a) fully understand the High-Risk AI system's capabilities and limitations; (b) be aware of automation bias; (c) correctly interpret the High-Risk AI system's output; (d) decide to not use the system or override its output; (e) intervene on or interrupt the system as appropriate. For HR recruitment AI oversight design: (1) Understanding capability (Art.14(4)(a)) — HR managers must receive structured training on: what factors the AI uses to rank candidates (skills, experience, competency test scores); what biases the AI may have (underrepresentation issues in training data); when the AI's rankings are most and least reliable (domain expertise vs. general management positions); (2) Automation bias awareness training (Art.14(4)(b)) — HR managers must be trained to recognize automation bias; studies show that AI-provided rankings can anchor human judgment excessively; training should include: exercises where managers review candidates without AI scores first; case studies of AI ranking errors; awareness of pressure to defer to AI; (3) Output interpretation (Art.14(4)(c)) — HR managers must be able to understand what the numerical ranking or recommendation means and what it does not mean; the AI score is an input to hiring judgment, not a final answer; (4) Override mechanism design (Art.14(4)(d)) — implement a formal override process: any AI ranking must be confirmed or overridden by a named HR manager; overrides must be documented with rationale; aggregate override patterns reviewed quarterly by AI Review Committee; (5) The AI Review Committee should require evidence that HR teams have completed the training program before any High-Risk HR AI is deployed.",EU AI Act Article 14(4),G2,HR AI 인간 감독 설계; Art.14(4) 5가지 감독 역량
Q246,S038,EU_AI_ACT,Deployer_Obligations,Responsible AI — Privacy,GDPR and EU AI Act Interaction,advanced,lending,high,Article 10; Recital 11,"How does the EU AI Act interact with GDPR for the bank's credit scoring AI? Can GDPR obligations satisfy some EU AI Act requirements, or do both sets of obligations apply independently?","The EU AI Act and GDPR operate in parallel and are largely complementary but address different aspects of AI governance. Recital 11 of the EU AI Act acknowledges the relationship with existing EU law. Key interaction points: (1) GDPR automated decision-making (Art.22 GDPR) — GDPR Article 22 provides data subjects the right not to be subject to solely automated decisions that significantly affect them; for credit decisions, data subjects can request human review, access the logic of automated processing, and contest the decision; EU AI Act Art.14 human oversight and Art.13 transparency to deployers complement GDPR Art.22 but are distinct obligations; (2) Data governance overlap — EU AI Act Art.10 data governance requirements (representativeness, bias examination) align with GDPR data accuracy and data minimization principles but go further; GDPR compliance does not automatically satisfy Art.10; (3) Transparency complementarity — GDPR Art.13/14 transparency notices about automated processing complement EU AI Act Art.13/50 transparency obligations; a unified privacy and AI transparency notice can address both; (4) Data subject rights — GDPR rights (access, rectification, erasure, portability) apply to personal data used in credit scoring AI; EU AI Act creates additional transparency rights (Art.86 right to explanation of individual decision-making) that extend beyond GDPR's automated decision-making rights; (5) Accountability alignment — GDPR Data Protection Impact Assessment (DPIA) and EU AI Act Fundamental Rights Impact Assessment (Art.27 FRIA) serve similar functions; a coordinated assessment can address both; (6) Special category data — GDPR Art.9 and EU AI Act Art.10(5) both address special category data processing for bias detection with slightly different conditions; the stricter requirement prevails; (7) Practical recommendation — integrate GDPR and EU AI Act compliance through a unified personal data and AI governance framework.",EU AI Act Article 10; Article 86; Recital 11; GDPR Article 22,G3,EU AI Act-GDPR 상호작용; 통합 컴플라이언스 설계
Q247,S039,EU_AI_ACT,Accuracy_Robustness,Measurement — Customer Impact,Article 86 Right to Explanation,intermediate,lending,high,Article 86,"Article 86 of the EU AI Act grants individuals the right to explanation of individual decision-making from High-Risk AI. How does this right apply to credit rejection decisions, and what must the bank provide?","Article 86 of the EU AI Act establishes that any person subject to a decision made by a deployer based on the output of a High-Risk AI system listed in Annex III, which produces legal effects or similarly significantly affects them, has the right to obtain from the deployer clear and meaningful explanations of the role the AI system played in the decision-making procedure and the main elements of the decision taken. For credit rejection decisions: (1) Triggering conditions — a credit rejection decision: produces legal effects (denial of a credit contract) or similarly significantly affects the applicant (prevents access to essential financial services); is based on High-Risk AI output (credit scoring AI classified under Annex III §5(b)); meets both conditions — Art.86 applies; (2) Content of explanation — must be: clear — comprehensible to a non-expert; meaningful — substantive, not generic; covers: the role of the AI in the decision-making procedure (was the AI the primary basis? Did human review confirm it?); the main elements of the decision (what factors drove the rejection?); (3) 'Main elements' interpretation — this should include: the primary factors that negatively influenced the credit score; how these factors compare to the institution's requirements; (4) What is NOT required — the full model architecture; exact algorithm weights; complete training data details; (5) Relationship to GDPR Art.22 — Art.86 right to explanation goes beyond GDPR Art.22's automated decision rights, which apply only to 'solely automated' decisions; Art.86 applies even when humans were involved; (6) Practical implementation — the AI Review Committee must ensure: every credit rejection triggers an Art.86 explanation capability; the explanation is generated automatically and available for delivery; the explanation meets the 'clear and meaningful' standard; an appeal process is available.",EU AI Act Article 86,G3,Art.86 개인 결정 설명권; GDPR Art.22와 구분
Q248,S040,EU_AI_ACT,Governance_Structure,AI Ethics Committee,Article 95 Voluntary Codes of Conduct,basic,common,low,Article 95,Article 95 of the EU AI Act encourages voluntary codes of conduct for AI systems that are not High-Risk. How can financial institutions use voluntary codes to demonstrate governance leadership?,"Article 95 of the EU AI Act encourages providers and deployers of non-High-Risk AI systems to develop and apply voluntary codes of conduct to voluntarily apply the High-Risk AI requirements (or parts thereof) to their non-High-Risk AI systems. For financial institutions: (1) Scope — applies to AI systems that are not High-Risk under Annex III and not prohibited under Art.5; robo-advisory AI, customer service chatbots (beyond Art.50 obligations), and marketing AI may benefit from voluntary codes; (2) Content of voluntary codes — codes may cover: requirements from Chapter III Section 2 applied voluntarily (risk management, technical documentation, transparency, human oversight); other requirements not in the Act such as environmental sustainability, diversity and inclusion, and digital literacy; (3) AI Office's role (Art.95(3)) — the AI Office may develop common methodologies and tools, issue guidelines, and facilitate exchange of best practices for voluntary codes; financial institutions should engage with AI Office stakeholder processes to shape voluntary code content; (4) Benefits of voluntary code adoption: competitive differentiation — demonstrating higher governance standards than legally required; regulatory goodwill — market surveillance authorities view voluntary code adoption favorably; customer trust — customers who value responsible AI are increasingly discerning; future-proofing — voluntary compliance with High-Risk standards prepares institutions for potential future classification of currently non-High-Risk AI; (5) Financial sector voluntary code — the banking and insurance industry associations could develop a sectoral voluntary code aligned with Art.95; financial institutions should participate in developing such codes through industry associations; (6) Connection to AI기본법 §29(5) — both EU AI Act Art.95 and Korean AI Basic Act §29(5) support voluntary codes; a unified voluntary code satisfying both frameworks is achievable.",EU AI Act Article 95,G4,Art.95 자율 행동 강령; 비고위험 AI 선제적 거버넌스
Q249,S041,EU_AI_ACT,High-Risk_Classification,Open Banking AI,Cross-Border Application Article 2(1),advanced,common,high,Article 2(1)(c),A Korean bank's credit scoring AI is developed in Korea but the AI's outputs are used to make credit decisions for EU-based customers. Does the EU AI Act apply to this Korean-developed AI system?,"Article 2(1)(c) establishes the EU AI Act's extra-territorial reach: the Regulation applies to providers and deployers of AI systems 'where the output produced by the AI system is used in the Union.' For the Korean bank's credit scoring AI: (1) Extra-territorial application confirmed — even though the AI system is developed and operated in Korea, its outputs (credit decisions) are used for EU-based customers in the Union; Article 2(1)(c) applies the Regulation to this Korean-developed AI; (2) Which obligations apply — the bank, as the entity providing and/or deploying AI whose outputs are used in the EU, must comply with all applicable EU AI Act obligations for the credit scoring AI as a High-Risk system under Annex III §5(b); (3) Provider vs. deployer designation — if the Korean bank develops the AI and uses it for its own EU customers, it is simultaneously provider and deployer; both sets of obligations apply; (4) Authorised representative requirement (Art.22) — providers established outside the EU must, by written mandate, designate an authorised representative established in the EU before placing a High-Risk AI system on the EU market; the Korean bank must designate an EU-based authorised representative (a subsidiary, agent, or law firm) for its High-Risk credit scoring AI; (5) EU database registration — registration in the EU database is required, executed through the authorised representative; (6) National competent authority — the bank must identify which EU Member State(s) competent authority has jurisdiction; for a bank operating in multiple EU countries, this may be the authority where the bank's EU operations are headquartered; (7) Practical impact — the AI Review Committee must include EU AI Act compliance as a requirement for ALL AI systems whose outputs affect EU customers, regardless of where the AI is developed.",EU AI Act Article 2(1)(c); Article 22,G4,역외 적용; 한국 개발 AI의 EU AI Act 적용
Q250,S042,EU_AI_ACT,High-Risk_Classification,Framework Integration Summary,EU AI Act Financial Governance Summary,advanced,common,high,Chapter III; Article 6; Annex III,As a summary: How does the EU AI Act's High-Risk AI framework map to the operational workflow of a financial institution's AI Review Committee for a credit scoring system deployment?,"The EU AI Act creates a comprehensive lifecycle governance framework that maps to the AI Review Committee's workflow as follows: (1) Pre-development classification (Article 6 + Annex III) — before development begins, confirm the credit scoring AI falls under Annex III §5(b) High-Risk classification; assess Art.6(3) exceptions (not applicable for credit scoring); check Art.5 prohibited practice exclusions; (2) Design and development phase (Chapter III Section 2) — build compliance into the system: Art.9 risk management system design (continuous, lifecycle-covering); Art.10 data governance (representativeness, bias examination, documentation); Art.15 accuracy, robustness, cybersecurity design; Art.12 automatic logging capability; (3) Pre-deployment conformity assessment (Article 43 + Annex VI or VII) — complete internal control conformity assessment (Annex VI); draw up EU Declaration of Conformity (Art.47); affix CE marking (Art.48); register in EU database (Art.49); prepare technical documentation (Art.11, Annex IV); implement QMS per Art.17; (4) Deployment enablement (Articles 13, 14, 26) — if provider: provide instructions for use to deployer (Art.13); if deployer: implement human oversight (Art.14); assign competent human overseers; inform workers (Art.26(7)); confirm FRIA conducted if required (Art.27); (5) Operational monitoring (Articles 72, 73) — execute post-market monitoring plan (Art.72); report serious incidents within 72 hours (Art.73); cooperate with market surveillance authorities (Art.21); maintain and update technical documentation (Art.18); (6) AI Review Committee role — the committee is the institutional mechanism ensuring all six phases are executed; it approves deployment (after phases 1-3), verifies deployment enablement (phase 4), and oversees ongoing compliance (phase 5); this EU AI Act lifecycle maps to the G1-G4 governance evaluation axes of this research paper's framework.","EU AI Act Chapter III; Articles 6, 9-17, 26, 43, 47-49, 72-73",G4,EU AI Act 통합 요약; AI Review Committee 운영 매핑 — 논문 핵심
Q251,S043,EU_AI_ACT,Risk_Management,Risk Management — Lifecycle,Article 9 Testing Requirements,intermediate,lending,high,Article 9(6)-(8),Article 9(6)-(8) of the EU AI Act mandates testing of High-Risk AI systems. What specific testing requirements must the AI Review Committee implement for the credit scoring AI before and during deployment?,"Article 9(6)-(8) establishes mandatory testing requirements for High-Risk AI systems: (1) Purpose of testing (Art.9(6)) — testing must identify the most appropriate and targeted risk management measures and ensure High-Risk AI performs consistently for its intended purpose and complies with Chapter III Section 2 requirements; (2) Real-world condition testing option (Art.9(7)) — testing procedures may include testing in real-world conditions per Article 60; this applies when laboratory testing cannot adequately simulate actual deployment conditions; for credit scoring AI, controlled pilot testing on actual loan applications with heightened human oversight may be appropriate; (3) Pre-market testing obligation (Art.9(8)) — testing must be performed as appropriate throughout the development process AND in any event prior to placing on the market or putting into service; testing cannot be deferred to post-deployment; the 'in any event' language makes pre-deployment testing mandatory without exception; (4) Metrics and thresholds requirement (Art.9(8)) — testing must be carried out against prior defined metrics and probabilistic thresholds appropriate to the intended purpose; for credit scoring AI, the committee must pre-define: AUC/Gini target thresholds; maximum acceptable false rejection rate; fairness metric thresholds (adverse impact ratio minimums); minimum explanation quality scores; (5) Vulnerable population testing (Art.9(9)) — testing must specifically assess impacts on persons under 18 and other vulnerable groups; (6) Testing documentation — all testing procedures, metrics, thresholds, and results must be documented in the technical documentation (Annex IV); (7) AI Review Committee obligation — require submission of pre-defined testing thresholds and test results before granting deployment approval; reject submissions that did not test against pre-defined thresholds.",EU AI Act Article 9(6)-(8),G1,Art.9 테스트 의무; 사전 정의 임계값 기반 테스트
Q252,S043,EU_AI_ACT,Risk_Management,Risk Management — Lifecycle,Article 60 Real-World Testing,advanced,lending,high,Article 60; Article 61,The bank wants to test the credit scoring AI in real-world conditions with actual loan applicants before full deployment. What safeguards does the EU AI Act require under Article 60?,"Article 60 provides a framework for testing High-Risk AI in real-world conditions outside AI regulatory sandboxes. For credit scoring AI real-world testing: (1) Provider responsibility (Art.60(1)) — the provider (bank if internally developed) bears responsibility for real-world testing; testing must be conducted in accordance with a testing plan; (2) Testing plan requirements (Art.60(2)) — the plan must cover: the AI system description; testing objectives and conditions; metrics for assessing the AI system; testing duration and location; protection measures for subjects; (3) Fundamental rights safeguards (Art.60(2)(g)) — testing must not lead to 'excessive intrusion into the private sphere' or other fundamental rights violations; for credit testing, this means: applicants must not receive inferior credit terms solely due to their participation in testing; testing cannot disadvantage vulnerable groups; testing must be limited to what is necessary for assessment; (4) Informed consent (Art.61) — persons subject to real-world AI testing must be informed: that an AI system is being tested; the purpose and expected duration; their rights including right to withdraw; that participation is voluntary and refusal has no adverse consequences; for credit applicants in real-world testing: they must consent before being subject to AI-driven credit assessment in the test phase; (5) Data protection — real-world testing data is subject to GDPR; special care regarding sensitive personal financial data; (6) Market surveillance authority notification — providers must notify the relevant national competent authority before commencing real-world testing; (7) AI Review Committee role — approve the testing plan before commencement; verify informed consent procedures are implemented; review testing results before full deployment approval.",EU AI Act Article 60; Article 61,G1,Art.60 실세계 조건 테스트; 적절한 안전장치 필요
Q253,S044,EU_AI_ACT,Transparency,Transparency Measurement,Article 13 Instructions for Use Content,intermediate,insurance,high,Article 13(3),The insurance subsidiary receives a life insurance pricing AI from a vendor (provider). The AI Review Committee examines the vendor's Article 13 instructions for use. What specific performance information must the instructions contain about the AI's accuracy across different population groups?,"Article 13(3) specifies detailed content requirements for High-Risk AI instructions for use. Regarding performance across population groups: (1) Article 13(3)(b)(ii) — instructions must include 'the level of accuracy, including its metrics, and the relevant accuracy metrics including the accuracy achieved, as the case may be, in relation to specific persons or groups of persons on which the system is intended to be used'; for life insurance pricing AI this means: overall model accuracy metrics (e.g., loss ratio prediction accuracy, claims prediction AUC); performance disaggregated by: age groups (critically important for life insurance); health status categories; gender where relevant and legally permissible; geographic regions; income brackets; (2) Article 13(3)(b)(iv) — 'the performance of the High-Risk AI system in relation to the persons or groups of persons on which the system is intended to be used'; this goes further than just accuracy — it requires explanation of how the AI performs differently for different groups; (3) Article 13(3)(b)(iii) — 'known or foreseeable circumstances, related to the use of the High-Risk AI system in accordance with its intended purpose or under conditions of reasonably foreseeable misuse, which may lead to risks to the health and safety or fundamental rights referred to in Article 9(2)'; vendor must disclose known population groups for whom the model is less reliable or potentially biased; (4) Practical implication for AI Review Committee — reject vendor-provided instructions that provide only aggregate performance metrics without demographic disaggregation; require vendors to demonstrate testing across all relevant demographic segments; (5) Vendor contract clause — include a contractual requirement for vendors to update Art.13 instructions whenever performance data reveals new demographic disparities.",EU AI Act Article 13(3),G3,Art.13(3) 집단별 성능 정보; 보험 AI 인구통계 성능 공개
Q254,S045,EU_AI_ACT,Deployer_Obligations,Incident Response,Article 26(5) Serious Risk Notification,advanced,common,high,Article 26(5),"The bank (as deployer) discovers that its vendor-provided credit scoring AI is producing significantly discriminatory outcomes for a specific ethnic minority group in France. What notification obligations arise under Article 26(5), and what is the timeline?","Article 26(5) creates an immediate notification obligation when deployers identify previously unknown risks: 'Where the deployer identifies a risk within the meaning of Article 9(2) and that risk was not previously identified by the provider, it shall, without undue delay, inform the provider of the AI system as well as the relevant market surveillance authority.' For discriminatory credit scoring outcomes: (1) Triggering condition — the discrimination constitutes a risk to fundamental rights (equal treatment, non-discrimination) within the meaning of Art.9(2)(a); this was presumably not previously identified by the vendor-provider (otherwise it should have been in the Art.13 instructions for use); Art.26(5) notification is therefore triggered; (2) Immediate action sequence: Step 1 — notify the vendor-provider 'without undue delay' (no specific timeframe; immediately upon confirmation of the discriminatory pattern); Step 2 — notify the relevant market surveillance authority in France 'without undue delay'; Step 3 — suspend use of the AI for affected customer segment pending investigation (Art.26(4) monitoring and suspension obligation); (3) What to report to the authority: identity of provider and deployer; description of the AI system and its function; nature of the identified risk (discriminatory outcomes for specific ethnic group); scope (number of affected persons, time period, geographic area); immediate actions taken (suspension, notification to provider); (4) Connection to Art.73 serious incident reporting — if the discrimination constitutes a serious incident (violation of EU law protecting fundamental rights at scale), Art.73 serious incident reporting may also apply; (5) Regulatory consequence — market surveillance authorities will investigate; the vendor-provider faces potential enforcement action; the bank may also face regulatory scrutiny for its deployment monitoring practices.",EU AI Act Article 26(5); Article 26(4),G2,Art.26(5) 리스크 통보; 차별 발견 시 즉각 조치
